onset	duration	trial_type	load_type	processing_stage
1.097	3.207	Rot	High	Cue
4.304	10.009	Rot	High	Encode
14.313	11.273	Rot	High	Maintain
25.586	1.93	Rot	High	Probe
27.516	10.87	Rot	High	Rest
38.386	3.2	Add	Low	Cue
41.586	10.011	Add	Low	Encode
51.597	11.293	Add	Low	Maintain
62.89	1.89	Add	Low	Probe
64.78	10.808	Add	Low	Rest
75.588	3.08	Pos	High	Cue
78.668	10.007	Pos	High	Encode
88.675	11.299	Pos	High	Maintain
99.974	3.801	Pos	High	Probe
103.775	10.813	Pos	High	Rest
114.588	3.504	Pos	High	Cue
118.092	10.031	Pos	High	Encode
128.123	11.302	Pos	High	Maintain
139.425	1.74	Pos	High	Probe
141.165	10.791	Pos	High	Rest
151.956	3.39	Num	High	Cue
155.346	10.039	Num	High	Encode
165.385	11.326	Num	High	Maintain
176.711	2.22	Num	High	Probe
178.931	10.783	Num	High	Rest
189.714	3.422	Num	Low	Cue
193.136	10.032	Num	Low	Encode
203.168	11.293	Num	Low	Maintain
214.461	1.89	Num	Low	Probe
216.351	10.805	Num	Low	Rest
227.156	4.241	Add	High	Cue
231.397	10.007	Add	High	Encode
241.404	11.321	Add	High	Maintain
252.725	5.106	Add	High	Probe
257.831	10.823	Add	High	Rest
268.654	3.111	Pos	Low	Cue
271.765	10.042	Pos	Low	Encode
281.807	11.289	Pos	Low	Maintain
293.096	2.17	Pos	Low	Probe
295.266	10.825	Pos	Low	Rest
306.091	3.221	Pos	Low	Cue
309.312	10.007	Pos	Low	Encode
319.319	11.279	Pos	Low	Maintain
330.598	2	Pos	Low	Probe
332.598	10.829	Pos	Low	Rest
343.427	3.17	Num	High	Cue
346.597	10.057	Num	High	Encode
356.654	11.273	Num	High	Maintain
367.927	2.01	Num	High	Probe
369.937	10.796	Num	High	Rest
380.733	3.8	Rot	High	Cue
384.533	10.04	Rot	High	Encode
394.573	11.32	Rot	High	Maintain
405.893	2.862	Rot	High	Probe
408.755	10.779	Rot	High	Rest
419.534	3.75	Add	Low	Cue
423.284	10.041	Add	Low	Encode
433.325	11.291	Add	Low	Maintain
444.616	2.11	Add	Low	Probe
446.726	10.758	Add	Low	Rest
457.484	3.16	Add	High	Cue
460.644	10.008	Add	High	Encode
470.652	11.295	Add	High	Maintain
481.947	2.544	Add	High	Probe
484.491	10.788	Add	High	Rest
495.279	3.17	Num	Low	Cue
498.449	10.007	Num	Low	Encode
508.456	11.276	Num	Low	Maintain
519.732	2.366	Num	Low	Probe
522.098	10.805	Num	Low	Rest
532.903	3.08	Rot	Low	Cue
535.983	10.058	Rot	Low	Encode
546.041	11.28	Rot	Low	Maintain
557.321	3.598	Rot	Low	Probe
560.919	10.813	Rot	Low	Rest
571.732	3.09	Rot	Low	Cue
574.822	10.042	Rot	Low	Encode
584.864	11.289	Rot	Low	Maintain
596.153	1.79	Rot	Low	Probe
597.943	10	Rot	Low	Rest
