onset	duration	trial_type	load_type	processing_stage
1.091	3.156	Add	High	Cue
4.247	10.011	Add	High	Encode
14.258	11.287	Add	High	Maintain
25.545	5.994	Add	High	Probe
31.539	10.853	Add	High	Rest
42.392	3.477	Num	High	Cue
45.869	10.025	Num	High	Encode
55.894	11.303	Num	High	Maintain
67.197	2.22	Num	High	Probe
69.417	10.784	Num	High	Rest
80.201	3.892	Rot	High	Cue
84.093	10.032	Rot	High	Encode
94.125	11.295	Rot	High	Maintain
105.42	1.57	Rot	High	Probe
106.99	10.72	Rot	High	Rest
117.71	3.841	Rot	High	Cue
121.551	10.01	Rot	High	Encode
131.561	11.321	Rot	High	Maintain
142.882	2.454	Rot	High	Probe
145.336	10.829	Rot	High	Rest
156.165	3.333	Rot	Low	Cue
159.498	10.002	Rot	Low	Encode
169.5	11.288	Rot	Low	Maintain
180.788	1.57	Rot	Low	Probe
182.358	10.839	Rot	Low	Rest
193.197	3.44	Pos	High	Cue
196.637	10.01	Pos	High	Encode
206.647	11.322	Pos	High	Maintain
217.969	2.989	Pos	High	Probe
220.958	10.853	Pos	High	Rest
231.811	3.642	Add	High	Cue
235.453	10.009	Add	High	Encode
245.462	11.272	Add	High	Maintain
256.734	2.01	Add	High	Probe
258.744	10.829	Add	High	Rest
269.573	3.5	Pos	High	Cue
273.073	10.056	Pos	High	Encode
283.129	11.322	Pos	High	Maintain
294.451	1.99	Pos	High	Probe
296.441	10.766	Pos	High	Rest
307.207	3.11	Num	Low	Cue
310.317	10.007	Num	Low	Encode
320.324	11.293	Num	Low	Maintain
331.617	2.28	Num	Low	Probe
333.897	10.817	Num	Low	Rest
344.714	3.111	Add	Low	Cue
347.825	10.056	Add	Low	Encode
357.881	11.272	Add	Low	Maintain
369.153	2.679	Add	Low	Probe
371.832	10.882	Add	Low	Rest
382.714	3.191	Num	High	Cue
385.905	10.011	Num	High	Encode
395.916	11.321	Num	High	Maintain
407.237	4.067	Num	High	Probe
411.304	10.821	Num	High	Rest
422.125	3.28	Pos	Low	Cue
425.405	10.01	Pos	Low	Encode
435.415	11.329	Pos	Low	Maintain
446.744	1.93	Pos	Low	Probe
448.674	10.826	Pos	Low	Rest
459.5	3.366	Num	Low	Cue
462.866	10.032	Num	Low	Encode
472.898	11.293	Num	Low	Maintain
484.191	2.331	Num	Low	Probe
486.522	10.833	Num	Low	Rest
497.355	3.345	Rot	Low	Cue
500.7	10.032	Rot	Low	Encode
510.732	11.293	Rot	Low	Maintain
522.025	1.48	Rot	Low	Probe
523.505	10.801	Rot	Low	Rest
534.306	3.09	Pos	Low	Cue
537.396	10.042	Pos	Low	Encode
547.438	11.288	Pos	Low	Maintain
558.726	1.76	Pos	Low	Probe
560.486	10.871	Pos	Low	Rest
571.357	3.251	Add	Low	Cue
574.608	10.011	Add	Low	Encode
584.619	11.321	Add	Low	Maintain
595.94	1.38	Add	Low	Probe
597.32	10	Add	Low	Rest
