onset	duration	trial_type	load_type	processing_stage
1.089	3.304	Pos	Low	Cue
4.393	10.036	Pos	Low	Encode
14.429	11.298	Pos	Low	Maintain
25.727	2.937	Pos	Low	Probe
28.664	10.766	Pos	Low	Rest
39.43	3.303	Rot	High	Cue
42.733	10.042	Rot	High	Encode
52.775	11.325	Rot	High	Maintain
64.1	3.879	Rot	High	Probe
67.979	10.791	Rot	High	Rest
78.77	3.13	Add	Low	Cue
81.9	10.009	Add	Low	Encode
91.909	11.322	Add	Low	Maintain
103.231	3.137	Add	Low	Probe
106.368	10.862	Add	Low	Rest
117.23	3.77	Add	High	Cue
121	10.01	Add	High	Encode
131.01	11.275	Add	High	Maintain
142.285	5.205	Add	High	Probe
147.49	10.764	Add	High	Rest
158.254	3.55	Pos	High	Cue
161.804	10.041	Pos	High	Encode
171.845	11.291	Pos	High	Maintain
183.136	3.692	Pos	High	Probe
186.828	10.836	Pos	High	Rest
197.664	3.09	Add	Low	Cue
200.754	10.056	Add	Low	Encode
210.81	11.33	Add	Low	Maintain
222.14	3.567	Add	Low	Probe
225.707	10.854	Add	Low	Rest
236.561	3.391	Num	High	Cue
239.952	10.01	Num	High	Encode
249.962	11.321	Num	High	Maintain
261.283	3.948	Num	High	Probe
265.231	10.808	Num	High	Rest
276.039	3.16	Pos	Low	Cue
279.199	10.004	Pos	Low	Encode
289.203	11.28	Pos	Low	Maintain
300.483	2.769	Pos	Low	Probe
303.252	10.863	Pos	Low	Rest
314.115	3.39	Rot	Low	Cue
317.505	10.041	Rot	Low	Encode
327.546	11.292	Rot	Low	Maintain
338.838	2.85	Rot	Low	Probe
341.688	10.846	Rot	Low	Rest
352.534	3.49	Pos	High	Cue
356.024	10.056	Pos	High	Encode
366.08	11.272	Pos	High	Maintain
377.352	6.263	Pos	High	Probe
383.615	10.882	Pos	High	Rest
394.497	3.277	Rot	Low	Cue
397.774	10.04	Rot	Low	Encode
407.814	11.32	Rot	Low	Maintain
419.134	2.675	Rot	Low	Probe
421.809	10.826	Rot	Low	Rest
432.635	4.118	Num	High	Cue
436.753	10.011	Num	High	Encode
446.764	11.327	Num	High	Maintain
458.091	8.558	Num	High	Probe
466.649	10.804	Num	High	Rest
477.453	3.09	Rot	High	Cue
480.543	10.058	Rot	High	Encode
490.601	11.321	Rot	High	Maintain
501.922	4.3	Rot	High	Probe
506.222	10.823	Rot	High	Rest
517.045	3.355	Add	High	Cue
520.4	10.021	Add	High	Encode
530.421	11.301	Add	High	Maintain
541.722	4.441	Add	High	Probe
546.163	10.808	Add	High	Rest
556.971	3.37	Num	Low	Cue
560.341	10.007	Num	Low	Encode
570.348	11.276	Num	Low	Maintain
581.624	3.209	Num	Low	Probe
584.833	10.875	Num	Low	Rest
595.708	3.217	Num	Low	Cue
598.925	10.006	Num	Low	Encode
608.931	11.28	Num	Low	Maintain
620.211	5.205	Num	Low	Probe
625.416	10	Num	Low	Rest
