onset	duration	trial_type	load_type	processing_stage
1.079	3.2	Rot	Low	Cue
4.279	10.05	Rot	Low	Encode
14.329	11.252	Rot	Low	Maintain
25.581	3.934	Rot	Low	Probe
29.515	10.564	Rot	Low	Rest
40.079	3.316	Pos	High	Cue
43.395	10.05	Pos	High	Encode
53.445	11.251	Pos	High	Maintain
64.696	4.37	Pos	High	Probe
69.066	10.546	Pos	High	Rest
79.612	3.867	Rot	High	Cue
83.479	10.05	Rot	High	Encode
93.529	11.251	Rot	High	Maintain
104.78	3.15	Rot	High	Probe
107.93	10.515	Rot	High	Rest
118.445	3.167	Num	Low	Cue
121.612	10.033	Num	Low	Encode
131.645	11.251	Num	Low	Maintain
142.896	2.515	Num	Low	Probe
145.411	10.534	Num	Low	Rest
155.945	3.084	Add	Low	Cue
159.029	10.033	Add	Low	Encode
169.062	11.251	Add	Low	Maintain
180.313	3.202	Add	Low	Probe
183.515	10.514	Add	Low	Rest
194.029	3.2	Pos	Low	Cue
197.229	10.05	Pos	Low	Encode
207.279	11.251	Pos	Low	Maintain
218.53	3.569	Pos	Low	Probe
222.099	10.513	Pos	Low	Rest
232.612	3.417	Add	Low	Cue
236.029	10.05	Add	Low	Encode
246.079	11.251	Add	Low	Maintain
257.33	3.16	Add	Low	Probe
260.49	10.505	Add	Low	Rest
270.995	3.2	Num	Low	Cue
274.195	10.05	Num	Low	Encode
284.245	11.251	Num	Low	Maintain
295.496	3.818	Num	Low	Probe
299.314	10.515	Num	Low	Rest
309.829	3.083	Pos	Low	Cue
312.912	10.033	Pos	Low	Encode
322.945	11.251	Pos	Low	Maintain
334.196	2.663	Pos	Low	Probe
336.859	10.503	Pos	Low	Rest
347.362	3.133	Rot	Low	Cue
350.495	10.034	Rot	Low	Encode
360.529	11.251	Rot	Low	Maintain
371.78	4.695	Rot	Low	Probe
376.475	10.52	Rot	Low	Rest
386.995	3.2	Num	High	Cue
390.195	10.05	Num	High	Encode
400.245	11.251	Num	High	Maintain
411.496	8.242	Num	High	Probe
419.738	10.507	Num	High	Rest
430.245	4	Add	High	Cue
434.245	10.05	Add	High	Encode
444.295	11.251	Add	High	Maintain
455.546	5.929	Add	High	Probe
461.475	10.52	Add	High	Rest
471.995	3.217	Rot	High	Cue
475.212	10.033	Rot	High	Encode
485.245	11.251	Rot	High	Maintain
496.496	4.474	Rot	High	Probe
500.97	10.525	Rot	High	Rest
511.495	4.084	Add	High	Cue
515.579	10.033	Add	High	Encode
525.612	11.251	Add	High	Maintain
536.863	3.491	Add	High	Probe
540.354	10.508	Add	High	Rest
550.862	4.05	Num	High	Cue
554.912	10.033	Num	High	Encode
564.945	11.251	Num	High	Maintain
576.196	4.983	Num	High	Probe
581.179	10.516	Num	High	Rest
591.695	3.634	Pos	High	Cue
595.329	10.033	Pos	High	Encode
605.362	11.251	Pos	High	Maintain
616.613	9.613	Pos	High	Probe
626.226	10	Pos	High	Rest
