onset	duration	trial_type	load_type	processing_stage
1.089	3.106	Add	Low	Cue
4.195	10.011	Add	Low	Encode
14.206	11.325	Add	Low	Maintain
25.531	3.849	Add	Low	Probe
29.38	10.814	Add	Low	Rest
40.194	3.286	Add	Low	Cue
43.48	10.058	Add	Low	Encode
53.538	11.279	Add	Low	Maintain
64.817	3.817	Add	Low	Probe
68.634	10.823	Add	Low	Rest
79.457	7.264	Pos	High	Cue
86.721	10.051	Pos	High	Encode
96.772	11.278	Pos	High	Maintain
108.05	7.53	Pos	High	Probe
115.58	10.798	Pos	High	Rest
126.378	3.74	Pos	High	Cue
130.118	10.056	Pos	High	Encode
140.174	11.272	Pos	High	Maintain
151.446	4.379	Pos	High	Probe
155.825	10.76	Pos	High	Rest
166.585	3.16	Num	Low	Cue
169.745	10.003	Num	Low	Encode
179.748	11.281	Num	Low	Maintain
191.029	3.408	Num	Low	Probe
194.437	10.904	Num	Low	Rest
205.341	3.192	Add	High	Cue
208.533	10.009	Add	High	Encode
218.542	11.322	Add	High	Maintain
229.864	6.376	Add	High	Probe
236.24	10.762	Add	High	Rest
247.002	3.675	Rot	High	Cue
250.677	10.032	Rot	High	Encode
260.709	11.292	Rot	High	Maintain
272.001	4.425	Rot	High	Probe
276.426	10.826	Rot	High	Rest
287.252	3.3	Rot	Low	Cue
290.552	10.003	Rot	Low	Encode
300.555	11.276	Rot	Low	Maintain
311.831	3.287	Rot	Low	Probe
315.118	10.795	Rot	Low	Rest
325.913	3.4	Num	High	Cue
329.313	10.003	Num	High	Encode
339.316	11.288	Num	High	Maintain
350.604	4.254	Num	High	Probe
354.858	10.825	Num	High	Rest
365.683	3.485	Pos	Low	Cue
369.168	10.042	Pos	Low	Encode
379.21	11.293	Pos	Low	Maintain
390.503	2.974	Pos	Low	Probe
393.477	10.723	Pos	Low	Rest
404.2	3.372	Rot	High	Cue
407.572	10.025	Rot	High	Encode
417.597	11.253	Rot	High	Maintain
428.85	3.958	Rot	High	Probe
432.808	10.758	Rot	High	Rest
443.566	3.121	Pos	Low	Cue
446.687	10.002	Pos	Low	Encode
456.689	11.293	Pos	Low	Maintain
467.982	4.636	Pos	Low	Probe
472.618	10.863	Pos	Low	Rest
483.481	3.12	Rot	Low	Cue
486.601	10.011	Rot	Low	Encode
496.612	11.293	Rot	Low	Maintain
507.905	3.847	Rot	Low	Probe
511.752	10.856	Rot	Low	Rest
522.608	3.55	Num	Low	Cue
526.158	10.026	Num	Low	Encode
536.184	11.301	Num	Low	Maintain
547.485	4.051	Num	Low	Probe
551.536	10.879	Num	Low	Rest
562.415	3.775	Add	High	Cue
566.19	10.031	Add	High	Encode
576.221	11.298	Add	High	Maintain
587.519	3.483	Add	High	Probe
591.002	10.773	Add	High	Rest
601.775	3.11	Num	High	Cue
604.885	10.011	Num	High	Encode
614.896	11.321	Num	High	Maintain
626.217	8.588	Num	High	Probe
634.805	10	Num	High	Rest
